sample_id	library_type	library_id	file_type	file	bytes	path	notes
A06709	illumina_amplicon	A06709	sequence	A06709_A06709_Run134087-ACCGGCA_S14_L001_R2_001.fastq.gz	67587678	/share/lustre/archive/A06709/illumina_amplicon/A06709/sequence/A06709_A06709_Run134087-ACCGGCA_S14_L001_R2_001.fastq.gz	
A06710	illumina_amplicon	A06710	sequence	A06710_A06710_Run132669-CCACGCA_S19_L001_R1_001.fastq.gz	32432145	/share/lustre/archive/A06710/illumina_amplicon/A06710/sequence/A06710_A06710_Run132669-CCACGCA_S19_L001_R1_001.fastq.gz	
A06710	illumina_amplicon	A06710	sequence	A06710_A06710_Run132669-CCACGCA_S19_L001_R2_001.fastq.gz	39687449	/share/lustre/archive/A06710/illumina_amplicon/A06710/sequence/A06710_A06710_Run132669-CCACGCA_S19_L001_R2_001.fastq.gz	
A06710	illumina_amplicon	A06710	sequence	A06710_A06710_Run134087-CCACGCA_S17_L001_R1_001.fastq.gz	54124865	/share/lustre/archive/A06710/illumina_amplicon/A06710/sequence/A06710_A06710_Run134087-CCACGCA_S17_L001_R1_001.fastq.gz	
A06710	illumina_amplicon	A06710	sequence	A06710_A06710_Run134087-CCACGCA_S17_L001_R2_001.fastq.gz	63340582	/share/lustre/archive/A06710/illumina_amplicon/A06710/sequence/A06710_A06710_Run134087-CCACGCA_S17_L001_R2_001.fastq.gz	
A06711	illumina_amplicon	A06711	sequence	A06711_A06711_Run131079-AACCCCA_S3_L001_R1_001.fastq.gz	889058392	/share/lustre/archive/A06711/illumina_amplicon/A06711/sequence/A06711_A06711_Run131079-AACCCCA_S3_L001_R1_001.fastq.gz	
A06711	illumina_amplicon	A06711	sequence	A06711_A06711_Run131079-AACCCCA_S3_L001_R2_001.fastq.gz	1063628237	/share/lustre/archive/A06711/illumina_amplicon/A06711/sequence/A06711_A06711_Run131079-AACCCCA_S3_L001_R2_001.fastq.gz	
A06712	illumina_amplicon	A06712	sequence	A06712_A06712_Run133679-CCAACAA_S7_L001_R1_001.fastq.gz	17539338	/share/lustre/archive/A06712/illumina_amplicon/A06712/sequence/A06712_A06712_Run133679-CCAACAA_S7_L001_R1_001.fastq.gz	
A06712	illumina_amplicon	A06712	sequence	A06712_A06712_Run133679-CCAACAA_S7_L001_R2_001.fastq.gz	23309328	/share/lustre/archive/A06712/illumina_amplicon/A06712/sequence/A06712_A06712_Run133679-CCAACAA_S7_L001_R2_001.fastq.gz	
A06712	illumina_amplicon	A06712	sequence	A06712_A06712_Run133811-CCAACAA_S7_L001_R1_001.fastq.gz	29625157	/share/lustre/archive/A06712/illumina_amplicon/A06712/sequence/A06712_A06712_Run133811-CCAACAA_S7_L001_R1_001.fastq.gz	
A06712	illumina_amplicon	A06712	sequence	A06712_A06712_Run133811-CCAACAA_S7_L001_R2_001.fastq.gz	36668174	/share/lustre/archive/A06712/illumina_amplicon/A06712/sequence/A06712_A06712_Run133811-CCAACAA_S7_L001_R2_001.fastq.gz	
A06713	illumina_amplicon	A06713	sequence	A06713_A06713_Run132669-CTATACA_S20_L001_R1_001.fastq.gz	51883621	/share/lustre/archive/A06713/illumina_amplicon/A06713/sequence/A06713_A06713_Run132669-CTATACA_S20_L001_R1_001.fastq.gz	
A06713	illumina_amplicon	A06713	sequence	A06713_A06713_Run132669-CTATACA_S20_L001_R2_001.fastq.gz	63752325	/share/lustre/archive/A06713/illumina_amplicon/A06713/sequence/A06713_A06713_Run132669-CTATACA_S20_L001_R2_001.fastq.gz	
A06713	illumina_amplicon	A06713	sequence	A06713_A06713_Run134087-CTATACA_S18_L001_R1_001.fastq.gz	84754068	/share/lustre/archive/A06713/illumina_amplicon/A06713/sequence/A06713_A06713_Run134087-CTATACA_S18_L001_R1_001.fastq.gz	
A06713	illumina_amplicon	A06713	sequence	A06713_A06713_Run134087-CTATACA_S18_L001_R2_001.fastq.gz	99630792	/share/lustre/archive/A06713/illumina_amplicon/A06713/sequence/A06713_A06713_Run134087-CTATACA_S18_L001_R2_001.fastq.gz	
A11636	illumina_amplicon	A11636	sequence	A11636_A11636_Run132669-TAGCTTA_S14_L001_R1_001.fastq.gz	51404681	/share/lustre/archive/A11636/illumina_amplicon/A11636/sequence/A11636_A11636_Run132669-TAGCTTA_S14_L001_R1_001.fastq.gz	
A11636	illumina_amplicon	A11636	sequence	A11636_A11636_Run132669-TAGCTTA_S14_L001_R2_001.fastq.gz	62246444	/share/lustre/archive/A11636/illumina_amplicon/A11636/sequence/A11636_A11636_Run132669-TAGCTTA_S14_L001_R2_001.fastq.gz	
A11636	illumina_amplicon	A11636	sequence	A11636_A11636_Run134087-TAGCTTA_S12_L001_R1_001.fastq.gz	82724033	/share/lustre/archive/A11636/illumina_amplicon/A11636/sequence/A11636_A11636_Run134087-TAGCTTA_S12_L001_R1_001.fastq.gz	
A11636	illumina_amplicon	A11636	sequence	A11636_A11636_Run134087-TAGCTTA_S12_L001_R2_001.fastq.gz	96920357	/share/lustre/archive/A11636/illumina_amplicon/A11636/sequence/A11636_A11636_Run134087-TAGCTTA_S12_L001_R2_001.fastq.gz	
A11917	illumina_amplicon	A11917	sequence	A11917_A11917_Run133679-CTAGCTA_S8_L001_R1_001.fastq.gz	10270602	/share/lustre/archive/A11917/illumina_amplicon/A11917/sequence/A11917_A11917_Run133679-CTAGCTA_S8_L001_R1_001.fastq.gz	
A11917	illumina_amplicon	A11917	sequence	A11917_A11917_Run133679-CTAGCTA_S8_L001_R2_001.fastq.gz	13718910	/share/lustre/archive/A11917/illumina_amplicon/A11917/sequence/A11917_A11917_Run133679-CTAGCTA_S8_L001_R2_001.fastq.gz	
A11917	illumina_amplicon	A11917	sequence	A11917_A11917_Run133811-CTAGCTA_S8_L001_R1_001.fastq.gz	17261895	/share/lustre/archive/A11917/illumina_amplicon/A11917/sequence/A11917_A11917_Run133811-CTAGCTA_S8_L001_R1_001.fastq.gz	
A11917	illumina_amplicon	A11917	sequence	A11917_A11917_Run133811-CTAGCTA_S8_L001_R2_001.fastq.gz	21297932	/share/lustre/archive/A11917/illumina_amplicon/A11917/sequence/A11917_A11917_Run133811-CTAGCTA_S8_L001_R2_001.fastq.gz	
A11918	illumina_amplicon	A11918	sequence	A11918_A11918_Run133679-GATGCTA_S9_L001_R1_001.fastq.gz	16698617	/share/lustre/archive/A11918/illumina_amplicon/A11918/sequence/A11918_A11918_Run133679-GATGCTA_S9_L001_R1_001.fastq.gz	
A11918	illumina_amplicon	A11918	sequence	A11918_A11918_Run133679-GATGCTA_S9_L001_R2_001.fastq.gz	22219631	/share/lustre/archive/A11918/illumina_amplicon/A11918/sequence/A11918_A11918_Run133679-GATGCTA_S9_L001_R2_001.fastq.gz	
A11918	illumina_amplicon	A11918	sequence	A11918_A11918_Run133811-GATGCTA_S9_L001_R1_001.fastq.gz	27953620	/share/lustre/archive/A11918/illumina_amplicon/A11918/sequence/A11918_A11918_Run133811-GATGCTA_S9_L001_R1_001.fastq.gz	
A11918	illumina_amplicon	A11918	sequence	A11918_A11918_Run133811-GATGCTA_S9_L001_R2_001.fastq.gz	34540918	/share/lustre/archive/A11918/illumina_amplicon/A11918/sequence/A11918_A11918_Run133811-GATGCTA_S9_L001_R2_001.fastq.gz	
A12461	illumina_amplicon	A12461	sequence	A12461_A12461_Run132669-CAAAAGA_S6_L001_R1_001.fastq.gz	16647239	/share/lustre/archive/A12461/illumina_amplicon/A12461/sequence/A12461_A12461_Run132669-CAAAAGA_S6_L001_R1_001.fastq.gz	
A12461	illumina_amplicon	A12461	sequence	A12461_A12461_Run132669-CAAAAGA_S6_L001_R2_001.fastq.gz	21456227	/share/lustre/archive/A12461/illumina_amplicon/A12461/sequence/A12461_A12461_Run132669-CAAAAGA_S6_L001_R2_001.fastq.gz	
A12461	illumina_amplicon	A12461	sequence	A12461_A12461_Run133679-AGAAGAA_S53_L001_R1_001.fastq.gz	70269688	/share/lustre/archive/A12461/illumina_amplicon/A12461/sequence/A12461_A12461_Run133679-AGAAGAA_S53_L001_R1_001.fastq.gz	
A12461	illumina_amplicon	A12461	sequence	A12461_A12461_Run133679-AGAAGAA_S53_L001_R2_001.fastq.gz	93567173	/share/lustre/archive/A12461/illumina_amplicon/A12461/sequence/A12461_A12461_Run133679-AGAAGAA_S53_L001_R2_001.fastq.gz	
A12464	illumina_amplicon	A12464	sequence	A12464_A12464_Run132669-ATCACGA_S1_L001_R1_001.fastq.gz	15100470	/share/lustre/archive/A12464/illumina_amplicon/A12464/sequence/A12464_A12464_Run132669-ATCACGA_S1_L001_R1_001.fastq.gz	
A12464	illumina_amplicon	A12464	sequence	A12464_A12464_Run132669-ATCACGA_S1_L001_R2_001.fastq.gz	17955231	/share/lustre/archive/A12464/illumina_amplicon/A12464/sequence/A12464_A12464_Run132669-ATCACGA_S1_L001_R2_001.fastq.gz	
A12464	illumina_amplicon	A12464	sequence	A12464_A12464_Run133679-GCCAATA_S50_L001_R1_001.fastq.gz	5122691	/share/lustre/archive/A12464/illumina_amplicon/A12464/sequence/A12464_A12464_Run133679-GCCAATA_S50_L001_R1_001.fastq.gz	
A12464	illumina_amplicon	A12464	sequence	A12464_A12464_Run133679-GCCAATA_S50_L001_R2_001.fastq.gz	6780521	/share/lustre/archive/A12464/illumina_amplicon/A12464/sequence/A12464_A12464_Run133679-GCCAATA_S50_L001_R2_001.fastq.gz	
A12464	illumina_amplicon	A12464	sequence	A12464_A12464_Run134087-ATCACGA_S1_L001_R1_001.fastq.gz	101654140	/share/lustre/archive/A12464/illumina_amplicon/A12464/sequence/A12464_A12464_Run134087-ATCACGA_S1_L001_R1_001.fastq.gz	
A12464	illumina_amplicon	A12464	sequence	A12464_A12464_Run134087-ATCACGA_S1_L001_R2_001.fastq.gz	106749515	/share/lustre/archive/A12464/illumina_amplicon/A12464/sequence/A12464_A12464_Run134087-ATCACGA_S1_L001_R2_001.fastq.gz	
A12465	illumina_amplicon	A12465	sequence	A12465_A12465_Run132669-GATCAGA_S2_L001_R1_001.fastq.gz	36095070	/share/lustre/archive/A12465/illumina_amplicon/A12465/sequence/A12465_A12465_Run132669-GATCAGA_S2_L001_R1_001.fastq.gz	
A12465	illumina_amplicon	A12465	sequence	A12465_A12465_Run132669-GATCAGA_S2_L001_R2_001.fastq.gz	45314518	/share/lustre/archive/A12465/illumina_amplicon/A12465/sequence/A12465_A12465_Run132669-GATCAGA_S2_L001_R2_001.fastq.gz	
A12465	illumina_amplicon	A12465	sequence	A12465_A12465_Run134087-GATCAGA_S2_L001_R1_001.fastq.gz	57675561	/share/lustre/archive/A12465/illumina_amplicon/A12465/sequence/A12465_A12465_Run134087-GATCAGA_S2_L001_R1_001.fastq.gz	
A12465	illumina_amplicon	A12465	sequence	A12465_A12465_Run134087-GATCAGA_S2_L001_R2_001.fastq.gz	68464785	/share/lustre/archive/A12465/illumina_amplicon/A12465/sequence/A12465_A12465_Run134087-GATCAGA_S2_L001_R2_001.fastq.gz	
A12466	illumina_amplicon	A12466	sequence	A12466_A12466_Run132669-CCAACAA_S7_L001_R1_001.fastq.gz	53694006	/share/lustre/archive/A12466/illumina_amplicon/A12466/sequence/A12466_A12466_Run132669-CCAACAA_S7_L001_R1_001.fastq.gz	
A12466	illumina_amplicon	A12466	sequence	A12466_A12466_Run132669-CCAACAA_S7_L001_R2_001.fastq.gz	66825813	/share/lustre/archive/A12466/illumina_amplicon/A12466/sequence/A12466_A12466_Run132669-CCAACAA_S7_L001_R2_001.fastq.gz	
A12466	illumina_amplicon	A12466	sequence	A12466_A12466_Run134087-CCAACAA_S5_L001_R1_001.fastq.gz	82258826	/share/lustre/archive/A12466/illumina_amplicon/A12466/sequence/A12466_A12466_Run134087-CCAACAA_S5_L001_R1_001.fastq.gz	
A12466	illumina_amplicon	A12466	sequence	A12466_A12466_Run134087-CCAACAA_S5_L001_R2_001.fastq.gz	98819706	/share/lustre/archive/A12466/illumina_amplicon/A12466/sequence/A12466_A12466_Run134087-CCAACAA_S5_L001_R2_001.fastq.gz	
A12467	illumina_amplicon	A12467	sequence	A12467_A12467_Run132669-CTAGCTA_S8_L001_R1_001.fastq.gz	33209584	/share/lustre/archive/A12467/illumina_amplicon/A12467/sequence/A12467_A12467_Run132669-CTAGCTA_S8_L001_R1_001.fastq.gz	
A12467	illumina_amplicon	A12467	sequence	A12467_A12467_Run132669-CTAGCTA_S8_L001_R2_001.fastq.gz	40945881	/share/lustre/archive/A12467/illumina_amplicon/A12467/sequence/A12467_A12467_Run132669-CTAGCTA_S8_L001_R2_001.fastq.gz	
A12467	illumina_amplicon	A12467	sequence	A12467_A12467_Run134087-CTAGCTA_S6_L001_R1_001.fastq.gz	50885369	/share/lustre/archive/A12467/illumina_amplicon/A12467/sequence/A12467_A12467_Run134087-CTAGCTA_S6_L001_R1_001.fastq.gz	
A12467	illumina_amplicon	A12467	sequence	A12467_A12467_Run134087-CTAGCTA_S6_L001_R2_001.fastq.gz	61041365	/share/lustre/archive/A12467/illumina_amplicon/A12467/sequence/A12467_A12467_Run134087-CTAGCTA_S6_L001_R2_001.fastq.gz	
A12469	illumina_amplicon	A12469	sequence	A12469_A12469_Run132669-TGAATGA_S11_L001_R1_001.fastq.gz	43467010	/share/lustre/archive/A12469/illumina_amplicon/A12469/sequence/A12469_A12469_Run132669-TGAATGA_S11_L001_R1_001.fastq.gz	
A12469	illumina_amplicon	A12469	sequence	A12469_A12469_Run132669-TGAATGA_S11_L001_R2_001.fastq.gz	54663499	/share/lustre/archive/A12469/illumina_amplicon/A12469/sequence/A12469_A12469_Run132669-TGAATGA_S11_L001_R2_001.fastq.gz	
A12469	illumina_amplicon	A12469	sequence	A12469_A12469_Run134087-TGAATGA_S9_L001_R1_001.fastq.gz	55835299	/share/lustre/archive/A12469/illumina_amplicon/A12469/sequence/A12469_A12469_Run134087-TGAATGA_S9_L001_R1_001.fastq.gz	
A12469	illumina_amplicon	A12469	sequence	A12469_A12469_Run134087-TGAATGA_S9_L001_R2_001.fastq.gz	67127359	/share/lustre/archive/A12469/illumina_amplicon/A12469/sequence/A12469_A12469_Run134087-TGAATGA_S9_L001_R2_001.fastq.gz	
A12470	illumina_amplicon	A12470	sequence	A12470_A12470_Run132669-TAATCGA_S10_L001_R1_001.fastq.gz	48020054	/share/lustre/archive/A12470/illumina_amplicon/A12470/sequence/A12470_A12470_Run132669-TAATCGA_S10_L001_R1_001.fastq.gz	
A12470	illumina_amplicon	A12470	sequence	A12470_A12470_Run132669-TAATCGA_S10_L001_R2_001.fastq.gz	60509544	/share/lustre/archive/A12470/illumina_amplicon/A12470/sequence/A12470_A12470_Run132669-TAATCGA_S10_L001_R2_001.fastq.gz	
A12470	illumina_amplicon	A12470	sequence	A12470_A12470_Run134087-TAATCGA_S8_L001_R1_001.fastq.gz	67572766	/share/lustre/archive/A12470/illumina_amplicon/A12470/sequence/A12470_A12470_Run134087-TAATCGA_S8_L001_R1_001.fastq.gz	
A12470	illumina_amplicon	A12470	sequence	A12470_A12470_Run134087-TAATCGA_S8_L001_R2_001.fastq.gz	80962996	/share/lustre/archive/A12470/illumina_amplicon/A12470/sequence/A12470_A12470_Run134087-TAATCGA_S8_L001_R2_001.fastq.gz	
A12471	illumina_amplicon	A12471	sequence	A12471_A12471_Run132669-GATGCTA_S9_L001_R1_001.fastq.gz	54639820	/share/lustre/archive/A12471/illumina_amplicon/A12471/sequence/A12471_A12471_Run132669-GATGCTA_S9_L001_R1_001.fastq.gz	
A12471	illumina_amplicon	A12471	sequence	A12471_A12471_Run132669-GATGCTA_S9_L001_R2_001.fastq.gz	67773989	/share/lustre/archive/A12471/illumina_amplicon/A12471/sequence/A12471_A12471_Run132669-GATGCTA_S9_L001_R2_001.fastq.gz	
A12471	illumina_amplicon	A12471	sequence	A12471_A12471_Run134087-GATGCTA_S7_L001_R1_001.fastq.gz	87632368	/share/lustre/archive/A12471/illumina_amplicon/A12471/sequence/A12471_A12471_Run134087-GATGCTA_S7_L001_R1_001.fastq.gz	
A12471	illumina_amplicon	A12471	sequence	A12471_A12471_Run134087-GATGCTA_S7_L001_R2_001.fastq.gz	104938459	/share/lustre/archive/A12471/illumina_amplicon/A12471/sequence/A12471_A12471_Run134087-GATGCTA_S7_L001_R2_001.fastq.gz	
A13339	illumina_amplicon	A13339	sequence	A13339_A13339_Run133679-TAATCGA_S10_L001_R1_001.fastq.gz	11423567	/share/lustre/archive/A13339/illumina_amplicon/A13339/sequence/A13339_A13339_Run133679-TAATCGA_S10_L001_R1_001.fastq.gz	
A13339	illumina_amplicon	A13339	sequence	A13339_A13339_Run133679-TAATCGA_S10_L001_R2_001.fastq.gz	15039956	/share/lustre/archive/A13339/illumina_amplicon/A13339/sequence/A13339_A13339_Run133679-TAATCGA_S10_L001_R2_001.fastq.gz	
A13339	illumina_amplicon	A13339	sequence	A13339_A13339_Run133811-TAATCGA_S10_L001_R1_001.fastq.gz	19120257	/share/lustre/archive/A13339/illumina_amplicon/A13339/sequence/A13339_A13339_Run133811-TAATCGA_S10_L001_R1_001.fastq.gz	
A13339	illumina_amplicon	A13339	sequence	A13339_A13339_Run133811-TAATCGA_S10_L001_R2_001.fastq.gz	23227556	/share/lustre/archive/A13339/illumina_amplicon/A13339/sequence/A13339_A13339_Run133811-TAATCGA_S10_L001_R2_001.fastq.gz	
A13340	illumina_amplicon	A13340	sequence	A13340_A13340_Run133679-AGTTCCA_S12_L001_R1_001.fastq.gz	17268689	/share/lustre/archive/A13340/illumina_amplicon/A13340/sequence/A13340_A13340_Run133679-AGTTCCA_S12_L001_R1_001.fastq.gz	
A13340	illumina_amplicon	A13340	sequence	A13340_A13340_Run133679-AGTTCCA_S12_L001_R2_001.fastq.gz	22622623	/share/lustre/archive/A13340/illumina_amplicon/A13340/sequence/A13340_A13340_Run133679-AGTTCCA_S12_L001_R2_001.fastq.gz	
A13340	illumina_amplicon	A13340	sequence	A13340_A13340_Run133811-AGTTCCA_S12_L001_R1_001.fastq.gz	28313492	/share/lustre/archive/A13340/illumina_amplicon/A13340/sequence/A13340_A13340_Run133811-AGTTCCA_S12_L001_R1_001.fastq.gz	
A13340	illumina_amplicon	A13340	sequence	A13340_A13340_Run133811-AGTTCCA_S12_L001_R2_001.fastq.gz	34491270	/share/lustre/archive/A13340/illumina_amplicon/A13340/sequence/A13340_A13340_Run133811-AGTTCCA_S12_L001_R2_001.fastq.gz	
A13341	illumina_amplicon	A13341	sequence	A13341_A13341_Run133679-CGATGTA_S13_L001_R1_001.fastq.gz	18638207	/share/lustre/archive/A13341/illumina_amplicon/A13341/sequence/A13341_A13341_Run133679-CGATGTA_S13_L001_R1_001.fastq.gz	
A13341	illumina_amplicon	A13341	sequence	A13341_A13341_Run133679-CGATGTA_S13_L001_R2_001.fastq.gz	24365513	/share/lustre/archive/A13341/illumina_amplicon/A13341/sequence/A13341_A13341_Run133679-CGATGTA_S13_L001_R2_001.fastq.gz	
