sample_id	library_type	library_id	file_type	file	bytes	path	notes
586541-T	illumina_wgss	A50799	bwa_aligned	A50799_4_lanes_dupsFlagged.bam	174978650786	/share/lustre/archive/586541-T/illumina_wgss/A50799/bwa_aligned/hg19a/A50799_4_lanes_dupsFlagged.bam	hg19a
586541-T	illumina_wtss	A50799	bwa_aligned	C6PDTANXX_3_AAAGCA_withJunctionsOnGenome_dupsFlagged.bam	6860471220	/share/lustre/archive/586541-T/illumina_wtss/A50799/bwa_aligned/C6PDTANXX_3_AAAGCA_withJunctionsOnGenome_dupsFlagged.bam	
586541-T	illumina_wtss	A50799	star_aligned	TASK_SAMTOOLS_RMDUP_T586541_star_fixmate_sort_rmdup.bam	4707712955	/share/lustre/archive/586541-T/illumina_wtss/A50799/star_aligned/TASK_SAMTOOLS_RMDUP_T586541_star_fixmate_sort_rmdup.bam	
603672-N	illumina_wgss	A50807	bwa_aligned	A50807_2_lanes_dupsFlagged.bam	74903326145	/share/lustre/archive/603672-N/illumina_wgss/A50807/bwa_aligned/hg19a/A50807_2_lanes_dupsFlagged.bam	hg19a
603672-T	illumina_wgss	A50800	bwa_aligned	A50800_4_lanes_dupsFlagged.bam	168345449180	/share/lustre/archive/603672-T/illumina_wgss/A50800/bwa_aligned/hg19a/A50800_4_lanes_dupsFlagged.bam	hg19a
603672-T	illumina_wtss	A50800	bwa_aligned	C6PDTANXX_3_AATAGG_withJunctionsOnGenome_dupsFlagged.bam	9454830141	/share/lustre/archive/603672-T/illumina_wtss/A50800/bwa_aligned/C6PDTANXX_3_AATAGG_withJunctionsOnGenome_dupsFlagged.bam	
603672-T	illumina_wtss	A50800	star_aligned	TASK_SAMTOOLS_RMDUP_T603672_star_fixmate_sort_rmdup.bam	6230172061	/share/lustre/archive/603672-T/illumina_wtss/A50800/star_aligned/TASK_SAMTOOLS_RMDUP_T603672_star_fixmate_sort_rmdup.bam	
607149-N	illumina_wgss	A50808	bwa_aligned	A50808_2_lanes_dupsFlagged.bam	76497668264	/share/lustre/archive/607149-N/illumina_wgss/A50808/bwa_aligned/hg19a/A50808_2_lanes_dupsFlagged.bam	hg19a
607149-T	illumina_wgss	A50801	bwa_aligned	A50801_4_lanes_dupsFlagged.bam	183483819107	/share/lustre/archive/607149-T/illumina_wgss/A50801/bwa_aligned/hg19a/A50801_4_lanes_dupsFlagged.bam	hg19a
607149-T	illumina_wtss	A50801	bwa_aligned	C6PDTANXX_2_AGAAGA_withJunctionsOnGenome_dupsFlagged.bam	9747784710	/share/lustre/archive/607149-T/illumina_wtss/A50801/bwa_aligned/C6PDTANXX_2_AGAAGA_withJunctionsOnGenome_dupsFlagged.bam	
607149-T	illumina_wtss	A50801	star_aligned	TASK_SAMTOOLS_RMDUP_T607149_star_fixmate_sort_rmdup.bam	7022046215	/share/lustre/archive/607149-T/illumina_wtss/A50801/star_aligned/TASK_SAMTOOLS_RMDUP_T607149_star_fixmate_sort_rmdup.bam	
608326-N	illumina_wgss	A50809	bwa_aligned	A50809_2_lanes_dupsFlagged.bam	84840615752	/share/lustre/archive/608326-N/illumina_wgss/A50809/bwa_aligned/hg19a/A50809_2_lanes_dupsFlagged.bam	hg19a
608326-T	illumina_wgss	A50802	bwa_aligned	A50802_4_lanes_dupsFlagged.bam	150105879553	/share/lustre/archive/608326-T/illumina_wgss/A50802/bwa_aligned/hg19a/A50802_4_lanes_dupsFlagged.bam	hg19a
620654-N	illumina_wgss	A50810	bwa_aligned	A50810_2_lanes_dupsFlagged.bam	92901311783	/share/lustre/archive/620654-N/illumina_wgss/A50810/bwa_aligned/hg19a/A50810_2_lanes_dupsFlagged.bam	hg19a
620654-T	illumina_wgss	A50803	bwa_aligned	A50803_4_lanes_dupsFlagged.bam	171696173171	/share/lustre/archive/620654-T/illumina_wgss/A50803/bwa_aligned/hg19a/A50803_4_lanes_dupsFlagged.bam	hg19a
620654-T	illumina_wtss	A50803	bwa_aligned	C6PDTANXX_2_ATCTAT_withJunctionsOnGenome_dupsFlagged.bam	9748381849	/share/lustre/archive/620654-T/illumina_wtss/A50803/bwa_aligned/C6PDTANXX_2_ATCTAT_withJunctionsOnGenome_dupsFlagged.bam	
620654-T	illumina_wtss	A50803	star_aligned	TASK_SAMTOOLS_RMDUP_T620654_star_fixmate_sort_rmdup.bam	6835259047	/share/lustre/archive/620654-T/illumina_wtss/A50803/star_aligned/TASK_SAMTOOLS_RMDUP_T620654_star_fixmate_sort_rmdup.bam	
7S24738B	illumina_wgss	A63305	bwa_aligned	A63305_7S24738B_dupsFlagged.bam	60227435587	/share/lustre/archive/7S24738B/illumina_wgss/A63305/bwa_aligned/A63305_7S24738B_dupsFlagged.bam	
7S24738T	illumina_wgss	A63300	bwa_aligned	7S24738T_A63300_2_lanes_hg19_dupsFlagged.bam	136350672898	/share/lustre/archive/7S24738T/illumina_wgss/A63300/bwa_aligned/7S24738T_A63300_2_lanes_hg19_dupsFlagged.bam	
98S2895B	illumina_wgss	A63303	bwa_aligned	98S2895B_A63303_1_lane_dupsFlagged.bam	59649663269	/share/lustre/archive/98S2895B/illumina_wgss/A63303/bwa_aligned/98S2895B_A63303_1_lane_dupsFlagged.bam	
98S2895T	illumina_wgss	A63298	bwa_aligned	98S2895T_A63298_2_lanes_hg19_dupsFlagged.bam	139432493569	/share/lustre/archive/98S2895T/illumina_wgss/A63298/bwa_aligned/98S2895T_A63298_2_lanes_hg19_dupsFlagged.bam	
A13340	illumina_wgss	A13340	bwa_aligned	A13340_A13340_4_lanes_hg19_dupsFlagged.bam	105006941104	/share/lustre/archive/A13340/illumina_wgss/A13340/bwa_aligned/A13340_A13340_4_lanes_hg19_dupsFlagged.bam	
A13341	illumina_wgss	A13341	bwa_aligned	A13341_A13341_4_lanes_hg19_dupsFlagged.bam	108475324876	/share/lustre/archive/A13341/illumina_wgss/A13341/bwa_aligned/A13341_A13341_4_lanes_hg19_dupsFlagged.bam	
A13342	illumina_wgss	A13342	bwa_aligned	A13342_A13342_3_lanes_hg19_dupsFlagged.bam	94908285348	/share/lustre/archive/A13342/illumina_wgss/A13342/bwa_aligned/A13342_A13342_3_lanes_hg19_dupsFlagged.bam	
A14568	illumina_wgss	A14568	bwa_aligned	A14568_A14568_4_lanes_hg19_dupsFlagged.bam	85186943989	/share/lustre/archive/A14568/illumina_wgss/A14568/bwa_aligned/A14568_A14568_4_lanes_hg19_dupsFlagged.bam	
A14568	illumina_wgss	A14568	bwa_aligned	A14568_A14568_4_lanes_hg19_sort_rmdup.bam	68800979580	/share/lustre/archive/A14568/illumina_wgss/A14568/bwa_aligned/A14568_A14568_4_lanes_hg19_sort_rmdup.bam	
A14569	illumina_wgss	A14569	bwa_aligned	A14569_A14569_3_lanes_hg19_dupsFlagged.bam	82976045602	/share/lustre/archive/A14569/illumina_wgss/A14569/bwa_aligned/A14569_A14569_3_lanes_hg19_dupsFlagged.bam	
A14569	illumina_wgss	A14569	bwa_aligned	A14569_A14569_3_lanes_hg19_sort_rmdup.bam	71632436353	/share/lustre/archive/A14569/illumina_wgss/A14569/bwa_aligned/A14569_A14569_3_lanes_hg19_sort_rmdup.bam	
A15194	illumina_wgss	A15194	bwa_aligned	A15194_A15194_3_lanes_hg19_dupsFlagged.bam	69932840495	/share/lustre/archive/A15194/illumina_wgss/A15194/bwa_aligned/A15194_A15194_3_lanes_hg19_dupsFlagged.bam	
A15194	illumina_wgss	A15194	bwa_aligned	A15194_A15194_3_lanes_hg19_sort_rmdup.bam	56826557444	/share/lustre/archive/A15194/illumina_wgss/A15194/bwa_aligned/A15194_A15194_3_lanes_hg19_sort_rmdup.bam	
A16967	illumina_wgss	A16967	bwa_aligned	A16967_A16967_3_lanes_hg19_dupsFlagged.bam	103685776563	/share/lustre/archive/A16967/illumina_wgss/A16967/bwa_aligned/A16967_A16967_3_lanes_hg19_dupsFlagged.bam	
A16968	illumina_wgss	A16968	bwa_aligned	A16968_A16968_3_lanes_hg19_dupsFlagged.bam	89593223183	/share/lustre/archive/A16968/illumina_wgss/A16968/bwa_aligned/A16968_A16968_3_lanes_hg19_dupsFlagged.bam	
A16969	illumina_wgss	A16969	bwa_aligned	A16969_A16969_3_lanes_hg19_dupsFlagged.bam	102809928191	/share/lustre/archive/A16969/illumina_wgss/A16969/bwa_aligned/A16969_A16969_3_lanes_hg19_dupsFlagged.bam	
A16970	illumina_wgss	A16970	bwa_aligned	A16970_A16970_3_lanes_hg19_dupsFlagged.bam	96631112543	/share/lustre/archive/A16970/illumina_wgss/A16970/bwa_aligned/A16970_A16970_3_lanes_hg19_dupsFlagged.bam	
A16971	illumina_wgss	A16971	bwa_aligned	A16971_A16971_3_lanes_hg19_dupsFlagged.bam	96634535343	/share/lustre/archive/A16971/illumina_wgss/A16971/bwa_aligned/A16971_A16971_3_lanes_hg19_dupsFlagged.bam	
A16972	illumina_wgss	A16972	bwa_aligned	A16972_A16972_3_lanes_hg19_dupsFlagged.bam	110214585613	/share/lustre/archive/A16972/illumina_wgss/A16972/bwa_aligned/A16972_A16972_3_lanes_hg19_dupsFlagged.bam	
A22594	illumina_wgss	A22594	bwa_aligned	A22594_3_lanes_dupsFlagged.bam	96487095008	/share/lustre/archive/A22594/illumina_wgss/A22594/bwa_aligned/A22594_3_lanes_dupsFlagged.bam	
DAH09	illumina_wtss	HS0462	bwa_aligned	DAH09_HS0462_9_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	3161927652	/share/lustre/archive/DAH09/illumina_wtss/HS0462/bwa_aligned/DAH09_HS0462_9_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	
DAH10	illumina_wtss	HS0463	bwa_aligned	DAH10_HS0463_6_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	1814258832	/share/lustre/archive/DAH10/illumina_wtss/HS0463/bwa_aligned/DAH10_HS0463_6_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	
DAH11	illumina_wtss	HS0464	bwa_aligned	DAH11_HS0464_5_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	1686687894	/share/lustre/archive/DAH11/illumina_wtss/HS0464/bwa_aligned/DAH11_HS0464_5_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	
DAH115	abi_solid	HS2661	bioscope_aligned	DAH115_HS2661_4_slides_hg18_dupsFlagged.bam	277130578563	/share/lustre/archive/DAH115/abi_solid/HS2661/bioscope_aligned/DAH115_HS2661_4_slides_hg18_dupsFlagged.bam	
DAH115	abi_solid	HS2661	bioscope_aligned	DAH115_HS2661_4_slides_hg18_dupsFlagged_sort.bam	273505202551	/share/lustre/archive/DAH115/abi_solid/HS2661/bioscope_aligned/DAH115_HS2661_4_slides_hg18_dupsFlagged_sort.bam	
DAH115	illumina_exoncapture	HS2918	bwa_aligned	DAH115_HS2918_2_lanes_hg18_dupsFlagged.bam	13762551486	/share/lustre/archive/DAH115/illumina_exoncapture/HS2918/bwa_aligned/DAH115_HS2918_2_lanes_hg18_dupsFlagged.bam	
DAH115	illumina_wtss	HS2908	bwa_aligned	DAH115_HS2908_2_lanes_hg18_dupsFlagged.bam	13862653788	/share/lustre/archive/DAH115/illumina_wtss/HS2908/bwa_aligned/DAH115_HS2908_2_lanes_hg18_dupsFlagged.bam	
DAH115	illumina_wtss	HS2908	gsnap_aligned	DAH115_HS2908_WTSS_gsnap_hg18_n1_fixmate_srt_rmdup.bam	8293500231	/share/lustre/archive/DAH115/illumina_wtss/HS2908/gsnap_aligned/DAH115_HS2908_WTSS_gsnap_hg18_n1_fixmate_srt_rmdup.bam	
DAH115N	abi_solid	HS2662	bioscope_aligned	DAH115N_HS2662_4_slides_hg18_dupsFlagged.bam	272424392395	/share/lustre/archive/DAH115N/abi_solid/HS2662/bioscope_aligned/DAH115N_HS2662_4_slides_hg18_dupsFlagged.bam	
DAH115N	abi_solid	HS2662	bioscope_aligned	DAH115N_HS2662_4_slides_hg18_dupsFlagged_sort.bam	268838563136	/share/lustre/archive/DAH115N/abi_solid/HS2662/bioscope_aligned/DAH115N_HS2662_4_slides_hg18_dupsFlagged_sort.bam	
DAH12	illumina_wtss	HS0465	bwa_aligned	DAH12_HS0465_5_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	2117607753	/share/lustre/archive/DAH12/illumina_wtss/HS0465/bwa_aligned/DAH12_HS0465_5_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	
DAH123a	illumina_wgss	A42430	bwa_aligned	DAH123a_A42430_3_lanes_hg19_dupsFlagged.bam	102816636793	/share/lustre/archive/DAH123a/illumina_wgss/A42430/bwa_aligned/DAH123a_A42430_3_lanes_hg19_dupsFlagged.bam	
DAH123a	illumina_wtss	PX0199	bwa_aligned	DAH123a_PX0199_3_lanes_withJunctionsOnGenome_hg19_dupsFlagged.bam	7983933772	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/bwa_aligned/DAH123a_PX0199_3_lanes_withJunctionsOnGenome_hg19_dupsFlagged.bam	
DAH123a	illumina_wtss	PX0199	gsnap_aligned	DAH123a_PX0199_gsnap_fixmate_sort_rmdup.bam	6082072708	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/gsnap_aligned/DAH123a_PX0199_gsnap_fixmate_sort_rmdup.bam	
DAH123a	illumina_wtss	PX0199	gsnap_aligned	DAH123a_PX0199_gsnap_fixmate_sort_rmdup_rg.bam	517782896	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/gsnap_aligned/DAH123a_PX0199_gsnap_fixmate_sort_rmdup_rg.bam	
DAH123a	illumina_wtss	PX0199	sequence	DAH123a__C4NLWANXX_6_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	2151190176	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/sequence/DAH123a__C4NLWANXX_6_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	
DAH123a	illumina_wtss	PX0199	sequence	DAH123a__C4NLWANXX_7_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	2159987051	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/sequence/DAH123a__C4NLWANXX_7_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	
DAH123a	illumina_wtss	PX0199	sequence	DAH123a__C4NLWANXX_8_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	2175151219	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/sequence/DAH123a__C4NLWANXX_8_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	
DAH123a	illumina_wtss	PX0199	sequence	DAH123a__C4PKYANXX_8_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	1766581050	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/sequence/DAH123a__C4PKYANXX_8_CCGCAA_withJunctionsOnGenome_dupsFlagged.bam	
DAH123a	illumina_wtss	PX0199	star_aligned	TASK_SAMTOOLS_RMDUP_DAH123a_star_fixmate_sort_rmdup.bam	6140139423	/share/lustre/archive/DAH123a/illumina_wtss/PX0199/star_aligned/TASK_SAMTOOLS_RMDUP_DAH123a_star_fixmate_sort_rmdup.bam	
DAH123N	illumina_wgss	A42431	bwa_aligned	DAH123N_A42431_3_lanes_hg19_dupsFlagged.bam	100969872924	/share/lustre/archive/DAH123N/illumina_wgss/A42431/bwa_aligned/DAH123N_A42431_3_lanes_hg19_dupsFlagged.bam	
DAH13	illumina_wtss	HS0466	bwa_aligned	DAH13_HS0466_5_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	2123706534	/share/lustre/archive/DAH13/illumina_wtss/HS0466/bwa_aligned/DAH13_HS0466_5_lanes_withJunctionsOnGenome_hg18_dupsFlagged.bam	
DAH145	abi_solid	HS2673	bioscope_aligned	DAH145_HS2673_4_slides_hg18_dupsFlagged.bam	274475757443	/share/lustre/archive/DAH145/abi_solid/HS2673/bioscope_aligned/DAH145_HS2673_4_slides_hg18_dupsFlagged.bam	
DAH145	abi_solid	HS2673	bioscope_aligned	DAH145_HS2673_4_slides_hg18_dupsFlagged_sort.bam	270932035396	/share/lustre/archive/DAH145/abi_solid/HS2673/bioscope_aligned/DAH145_HS2673_4_slides_hg18_dupsFlagged_sort.bam	
DAH145	illumina_exoncapture	HS2919	bwa_aligned	DAH145_HS2919_2_lanes_hg18_dupsFlagged.bam	10133966716	/share/lustre/archive/DAH145/illumina_exoncapture/HS2919/bwa_aligned/DAH145_HS2919_2_lanes_hg18_dupsFlagged.bam	
DAH145	illumina_wgss	A12958	bwa_aligned	DAH145_A12958_3_lanes_hg18_dupsFlagged.bam	99730162529	/share/lustre/archive/DAH145/illumina_wgss/A12958/bwa_aligned/DAH145_A12958_3_lanes_hg18_dupsFlagged.bam	
DAH145	illumina_wgss	A12958	bwa_aligned	DAH145_A12958_3_lanes_hg19_dupsFlagged.bam	90516353623	/share/lustre/archive/DAH145/illumina_wgss/A12958/bwa_aligned/DAH145_A12958_3_lanes_hg19_dupsFlagged.bam	
DAH145	illumina_wtss	HS2909	bwa_aligned	DAH145_HS2909_2_lanes_hg18_dupsFlagged.bam	7818310389	/share/lustre/archive/DAH145/illumina_wtss/HS2909/bwa_aligned/DAH145_HS2909_2_lanes_hg18_dupsFlagged.bam	
DAH145	illumina_wtss	HS2909	gsnap_aligned	DAH145_HS2909_WTSS_gsnap_hg18_n1_fixmate_srt_rmdup.bam	5548557893	/share/lustre/archive/DAH145/illumina_wtss/HS2909/gsnap_aligned/DAH145_HS2909_WTSS_gsnap_hg18_n1_fixmate_srt_rmdup.bam	
DAH145	illumina_wtss	PX01961	gsnap_aligned	DAH145_PX01961_WTSS_gsnap_hg19_n1_fixmate_srt_rmdup.bam	6430750329	/share/lustre/archive/DAH145/illumina_wtss/PX01961/gsnap_aligned/DAH145_PX01961_WTSS_gsnap_hg19_n1_fixmate_srt_rmdup.bam	
DAH145	illumina_wtss	PX0196	bwa_aligned	DAH145_PX0196_3_lanes_withJunctionsOnGenome_hg19_dupsFlagged.bam	9153431849	/share/lustre/archive/DAH145/illumina_wtss/PX0196/bwa_aligned/DAH145_PX0196_3_lanes_withJunctionsOnGenome_hg19_dupsFlagged.bam	
DAH145	illumina_wtss	PX0196	sequence	DAH145__C4P3FANXX_6_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	2584051021	/share/lustre/archive/DAH145/illumina_wtss/PX0196/sequence/DAH145__C4P3FANXX_6_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	
DAH145	illumina_wtss	PX0196	sequence	DAH145__C4P3FANXX_7_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	2598627996	/share/lustre/archive/DAH145/illumina_wtss/PX0196/sequence/DAH145__C4P3FANXX_7_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	
DAH145	illumina_wtss	PX0196	sequence	DAH145__C4P3FANXX_8_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	2566913237	/share/lustre/archive/DAH145/illumina_wtss/PX0196/sequence/DAH145__C4P3FANXX_8_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	
DAH145	illumina_wtss	PX0196	sequence	DAH145__C4PKYANXX_5_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	1654237118	/share/lustre/archive/DAH145/illumina_wtss/PX0196/sequence/DAH145__C4PKYANXX_5_CTATAC_withJunctionsOnGenome_dupsFlagged.bam	
DAH145N	abi_solid	HS2674	bioscope_aligned	DAH145N_HS2674_4_slides_hg18_dupsFlagged.bam	300663555898	/share/lustre/archive/DAH145N/abi_solid/HS2674/bioscope_aligned/DAH145N_HS2674_4_slides_hg18_dupsFlagged.bam	
DAH145N	abi_solid	HS2674	bioscope_aligned	DAH145N_HS2674_4_slides_hg18_dupsFlagged_sort.bam	296801540825	/share/lustre/archive/DAH145N/abi_solid/HS2674/bioscope_aligned/DAH145N_HS2674_4_slides_hg18_dupsFlagged_sort.bam	
DAH145N	illumina_wgss	A12970	bwa_aligned	DAH145N_A12970_3_lanes_hg18_dupsFlagged.bam	99827416127	/share/lustre/archive/DAH145N/illumina_wgss/A12970/bwa_aligned/DAH145N_A12970_3_lanes_hg18_dupsFlagged.bam	
DAH145N	illumina_wgss	A12970	bwa_aligned	DAH145N_A12970_3_lanes_hg19_dupsFlagged.bam	93002123798	/share/lustre/archive/DAH145N/illumina_wgss/A12970/bwa_aligned/DAH145N_A12970_3_lanes_hg19_dupsFlagged.bam	
DAH147	abi_solid	HS2675	bioscope_aligned	DAH147_HS2675_4_slides_hg18_dupsFlagged.bam	281455909485	/share/lustre/archive/DAH147/abi_solid/HS2675/bioscope_aligned/DAH147_HS2675_4_slides_hg18_dupsFlagged.bam	
DAH147	abi_solid	HS2675	bioscope_aligned	DAH147_HS2675_4_slides_hg18_dupsFlagged_sort.bam	277725558688	/share/lustre/archive/DAH147/abi_solid/HS2675/bioscope_aligned/DAH147_HS2675_4_slides_hg18_dupsFlagged_sort.bam	
DAH147	illumina_exoncapture	HS2920	bwa_aligned	DAH147_HS2920_2_lanes_hg18_dupsFlagged.bam	9844160481	/share/lustre/archive/DAH147/illumina_exoncapture/HS2920/bwa_aligned/DAH147_HS2920_2_lanes_hg18_dupsFlagged.bam	
DAH147	illumina_wgss	A12957	bwa_aligned	DAH147_A12957_3_lanes_hg18_dupsFlagged.bam	100068608640	/share/lustre/archive/DAH147/illumina_wgss/A12957/bwa_aligned/DAH147_A12957_3_lanes_hg18_dupsFlagged.bam	
DAH147	illumina_wgss	A12957	bwa_aligned	DAH147_A12957_3_lanes_hg19_dupsFlagged.bam	90552424460	/share/lustre/archive/DAH147/illumina_wgss/A12957/bwa_aligned/DAH147_A12957_3_lanes_hg19_dupsFlagged.bam	
DAH147	illumina_wtss	HS2910	bwa_aligned	DAH147_HS2910_2_lanes_hg18_dupsFlagged.bam	8815774138	/share/lustre/archive/DAH147/illumina_wtss/HS2910/bwa_aligned/DAH147_HS2910_2_lanes_hg18_dupsFlagged.bam	
DAH147	illumina_wtss	HS2910	gsnap_aligned	DAH147_HS2910_WTSS_gsnap_hg18_n1_fixmate_srt_rmdup.bam	6602422148	/share/lustre/archive/DAH147/illumina_wtss/HS2910/gsnap_aligned/DAH147_HS2910_WTSS_gsnap_hg18_n1_fixmate_srt_rmdup.bam	
DAH147e	illumina_wtss	PX01961	gsnap_aligned	DAH147e_PX01961_WTSS_gsnap_hg19_n1_fixmate_srt_rmdup.bam	7258869123	/share/lustre/archive/DAH147e/illumina_wtss/PX01961/gsnap_aligned/DAH147e_PX01961_WTSS_gsnap_hg19_n1_fixmate_srt_rmdup.bam	
DAH147e	illumina_wtss	PX0196	bwa_aligned	DAH147e_PX0196_3_lanes_withJunctionsOnGenome_hg19_dupsFlagged.bam	9608855750	/share/lustre/archive/DAH147e/illumina_wtss/PX0196/bwa_aligned/DAH147e_PX0196_3_lanes_withJunctionsOnGenome_hg19_dupsFlagged.bam	
DAH147e	illumina_wtss	PX0196	sequence	DAH147e_PX0196_C4P3FANXX_6_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	2728881519	/share/lustre/archive/DAH147e/illumina_wtss/PX0196/sequence/DAH147e_PX0196_C4P3FANXX_6_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	
DAH147e	illumina_wtss	PX0196	sequence	DAH147e_PX0196_C4P3FANXX_7_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	2726693736	/share/lustre/archive/DAH147e/illumina_wtss/PX0196/sequence/DAH147e_PX0196_C4P3FANXX_7_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	
DAH147e	illumina_wtss	PX0196	sequence	DAH147e_PX0196_C4P3FANXX_8_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	2709924344	/share/lustre/archive/DAH147e/illumina_wtss/PX0196/sequence/DAH147e_PX0196_C4P3FANXX_8_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	
DAH147e	illumina_wtss	PX0196	sequence	DAH147e_PX0196_C4PKYANXX_5_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	1747904795	/share/lustre/archive/DAH147e/illumina_wtss/PX0196/sequence/DAH147e_PX0196_C4PKYANXX_5_GCAAGG_withJunctionsOnGenome_dupsFlagged.bam	
DAH147e	illumina_wtss	PX0196	star_aligned	TASK_SAMTOOLS_RMDUP_DAH147e_star_fixmate_sort_rmdup.bam	7215243591	/share/lustre/archive/DAH147e/illumina_wtss/PX0196/star_aligned/TASK_SAMTOOLS_RMDUP_DAH147e_star_fixmate_sort_rmdup.bam	
DAH147N	abi_solid	HS2676	bioscope_aligned	DAH147N_HS2676_4_slides_hg18_dupsFlagged.bam	268175011387	/share/lustre/archive/DAH147N/abi_solid/HS2676/bioscope_aligned/DAH147N_HS2676_4_slides_hg18_dupsFlagged.bam	
DAH147N	illumina_wgss	A12969	bwa_aligned	DAH147N_A12969_3_lanes_hg18_dupsFlagged.bam	98612935037	/share/lustre/archive/DAH147N/illumina_wgss/A12969/bwa_aligned/DAH147N_A12969_3_lanes_hg18_dupsFlagged.bam	
DAH147N	illumina_wgss	A12969	bwa_aligned	DAH147N_A12969_3_lanes_hg19_dupsFlagged.bam	91833862082	/share/lustre/archive/DAH147N/illumina_wgss/A12969/bwa_aligned/DAH147N_A12969_3_lanes_hg19_dupsFlagged.bam	
